urn:cts:greekLit:tlg0011.tlg001.fu.sp:1.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403228
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1204.1.text.token.9	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431056
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1205.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409518
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1205.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T03124446560
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1205.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T03124446561
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1205.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312400694
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1205.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312536474
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1205.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T03125112293
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1205.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260608T1833432218
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1205.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124450516
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1205.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409063
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1206.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T03124463850
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1206.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T15354070772
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1206.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404108
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1206.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260609T22062011198
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1206.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03125112667
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1206.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03125112668
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1206.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03125112669
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1206.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03125112670
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1206.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312400400
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1206.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124424044
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1206.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124424045
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1206.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124424046
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1206.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T03125111644
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1206.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T03125111645
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1206.1.text.token.9	urn:cite2:fufolio:greekmorph.2026a:20260607T03124430951
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1207.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T03124463850
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1207.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T15354070772
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1207.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T03124437390
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1207.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312447579
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1207.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312402224
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1207.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430031
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1207.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430227
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1207.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430340
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1207.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124825108
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409518
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404161
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131762
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131763
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131764
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131765
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131766
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131767
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131768
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131769
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131770
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131771
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131772
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131773
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131774
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131775
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131776
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131777
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131778
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131779
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131780
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131781
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131782
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131783
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131784
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131785
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131786
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131787
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131788
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131789
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131790
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131791
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131792
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131793
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131794
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131795
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131796
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131797
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131798
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131799
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131800
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131801
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1322131802
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260610T13221310126
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260610T13221310127
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260610T13221310128
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260610T13221310129
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03125126950
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010269
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010270
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010271
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010272
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010273
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010274
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409199
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409200
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409201
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409202
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1208.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409203
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409518
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312402224
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430031
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430227
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430340
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124421428
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124421429
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124421430
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124421431
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406488
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406489
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406490
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430597
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430738
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312408401
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312408402
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312408403
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312408404
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312408405
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312402028
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312402029
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312402030
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312402031
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312402032
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312402033
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312402034
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312402035
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312402036
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312402037
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1209.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431470
urn:cts:greekLit:tlg0011.tlg001.fu.sp:121.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T03124824784
urn:cts:greekLit:tlg0011.tlg001.fu.sp:121.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T03124824785
urn:cts:greekLit:tlg0011.tlg001.fu.sp:121.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312401458
urn:cts:greekLit:tlg0011.tlg001.fu.sp:121.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312401459
urn:cts:greekLit:tlg0011.tlg001.fu.sp:121.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312401460
urn:cts:greekLit:tlg0011.tlg001.fu.sp:121.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431082
urn:cts:greekLit:tlg0011.tlg001.fu.sp:121.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T03124840986
urn:cts:greekLit:tlg0011.tlg001.fu.sp:121.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T03124840987
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T03124463850
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T15354070772
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312402224
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430031
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430227
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430340
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405431
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405432
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405433
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260608T1833432739
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260610T1317416354
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260610T1317416355
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260610T1317416356
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312407988
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312407989
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312407990
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312407991
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312407992
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312407993
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312407994
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312407995
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312407996
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312407997
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431070
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431071
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431072
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431073
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431210
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431900
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431901
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431902
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431903
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406441
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406442
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406443
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430060
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430826
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260608T1833432183
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260608T1833432293
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260608T1833433050
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405836
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405837
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405838
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405839
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1210.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430361
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1211.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409518
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1211.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T03125126950
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1211.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312401520
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1211.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T03124828066
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1211.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T03124828067
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1211.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405118
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1211.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430723
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1211.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406086
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1211.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406087
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1211.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406088
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1211.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430932
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1211.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406252
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1211.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406253
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1211.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406254
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1211.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406255
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1211.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406256
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1211.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406257
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1211.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406258
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1211.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406259
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1211.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312512090
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1212.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T03124463850
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1212.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T15354070772
