urn:cts:greekLit:tlg0011.tlg001.fu.sp:1.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403228
urn:cts:greekLit:tlg0011.tlg001.fu.sp:640.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406362
urn:cts:greekLit:tlg0011.tlg001.fu.sp:640.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010125
urn:cts:greekLit:tlg0011.tlg001.fu.sp:640.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430812
urn:cts:greekLit:tlg0011.tlg001.fu.sp:641.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312446187
urn:cts:greekLit:tlg0011.tlg001.fu.sp:641.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404177
urn:cts:greekLit:tlg0011.tlg001.fu.sp:642.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312407380
urn:cts:greekLit:tlg0011.tlg001.fu.sp:642.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430464
urn:cts:greekLit:tlg0011.tlg001.fu.sp:642.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431489
urn:cts:greekLit:tlg0011.tlg001.fu.sp:643.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409851
urn:cts:greekLit:tlg0011.tlg001.fu.sp:643.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312400821
urn:cts:greekLit:tlg0011.tlg001.fu.sp:643.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430366
urn:cts:greekLit:tlg0011.tlg001.fu.sp:643.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260608T1833432273
urn:cts:greekLit:tlg0011.tlg001.fu.sp:643.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312400043
urn:cts:greekLit:tlg0011.tlg001.fu.sp:643.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430053
urn:cts:greekLit:tlg0011.tlg001.fu.sp:643.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260608T1833432473
urn:cts:greekLit:tlg0011.tlg001.fu.sp:643.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124812374
urn:cts:greekLit:tlg0011.tlg001.fu.sp:643.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124812375
urn:cts:greekLit:tlg0011.tlg001.fu.sp:643.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124812376
urn:cts:greekLit:tlg0011.tlg001.fu.sp:643.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124812377
urn:cts:greekLit:tlg0011.tlg001.fu.sp:643.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124812378
urn:cts:greekLit:tlg0011.tlg001.fu.sp:643.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124812379
urn:cts:greekLit:tlg0011.tlg001.fu.sp:643.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124812380
urn:cts:greekLit:tlg0011.tlg001.fu.sp:643.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124812381
urn:cts:greekLit:tlg0011.tlg001.fu.sp:643.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124812382
urn:cts:greekLit:tlg0011.tlg001.fu.sp:643.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124812383
urn:cts:greekLit:tlg0011.tlg001.fu.sp:643.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124812384
urn:cts:greekLit:tlg0011.tlg001.fu.sp:643.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124812385
urn:cts:greekLit:tlg0011.tlg001.fu.sp:645.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124430916
urn:cts:greekLit:tlg0011.tlg001.fu.sp:645.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124430917
urn:cts:greekLit:tlg0011.tlg001.fu.sp:645.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124430918
urn:cts:greekLit:tlg0011.tlg001.fu.sp:645.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124430919
urn:cts:greekLit:tlg0011.tlg001.fu.sp:645.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124430920
urn:cts:greekLit:tlg0011.tlg001.fu.sp:645.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124430921
urn:cts:greekLit:tlg0011.tlg001.fu.sp:645.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124430922
urn:cts:greekLit:tlg0011.tlg001.fu.sp:645.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124430923
urn:cts:greekLit:tlg0011.tlg001.fu.sp:645.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124430924
urn:cts:greekLit:tlg0011.tlg001.fu.sp:646.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409204
urn:cts:greekLit:tlg0011.tlg001.fu.sp:646.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409205
urn:cts:greekLit:tlg0011.tlg001.fu.sp:646.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409206
urn:cts:greekLit:tlg0011.tlg001.fu.sp:646.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409207
urn:cts:greekLit:tlg0011.tlg001.fu.sp:646.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409208
urn:cts:greekLit:tlg0011.tlg001.fu.sp:646.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409209
urn:cts:greekLit:tlg0011.tlg001.fu.sp:646.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T03125133392
urn:cts:greekLit:tlg0011.tlg001.fu.sp:646.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T03124423946
urn:cts:greekLit:tlg0011.tlg001.fu.sp:647.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010052
urn:cts:greekLit:tlg0011.tlg001.fu.sp:647.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010053
urn:cts:greekLit:tlg0011.tlg001.fu.sp:647.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010054
urn:cts:greekLit:tlg0011.tlg001.fu.sp:647.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010055
urn:cts:greekLit:tlg0011.tlg001.fu.sp:647.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430045
urn:cts:greekLit:tlg0011.tlg001.fu.sp:647.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430046
urn:cts:greekLit:tlg0011.tlg001.fu.sp:647.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T03124412105
urn:cts:greekLit:tlg0011.tlg001.fu.sp:647.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T03124412106
urn:cts:greekLit:tlg0011.tlg001.fu.sp:647.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260610T1659165345
urn:cts:greekLit:tlg0011.tlg001.fu.sp:649.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312407000
urn:cts:greekLit:tlg0011.tlg001.fu.sp:649.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430643
urn:cts:greekLit:tlg0011.tlg001.fu.sp:649.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03125139958
urn:cts:greekLit:tlg0011.tlg001.fu.sp:649.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03125139959
urn:cts:greekLit:tlg0011.tlg001.fu.sp:649.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03125139960
urn:cts:greekLit:tlg0011.tlg001.fu.sp:649.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03125139961
urn:cts:greekLit:tlg0011.tlg001.fu.sp:649.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404173
urn:cts:greekLit:tlg0011.tlg001.fu.sp:649.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404174
urn:cts:greekLit:tlg0011.tlg001.fu.sp:649.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404175
urn:cts:greekLit:tlg0011.tlg001.fu.sp:65.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405831
urn:cts:greekLit:tlg0011.tlg001.fu.sp:65.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405832
urn:cts:greekLit:tlg0011.tlg001.fu.sp:65.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404445
urn:cts:greekLit:tlg0011.tlg001.fu.sp:65.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430725
urn:cts:greekLit:tlg0011.tlg001.fu.sp:65.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431056
urn:cts:greekLit:tlg0011.tlg001.fu.sp:65.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404254
urn:cts:greekLit:tlg0011.tlg001.fu.sp:650.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312407865
urn:cts:greekLit:tlg0011.tlg001.fu.sp:650.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312401357
urn:cts:greekLit:tlg0011.tlg001.fu.sp:650.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430014
urn:cts:greekLit:tlg0011.tlg001.fu.sp:650.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430254
urn:cts:greekLit:tlg0011.tlg001.fu.sp:650.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431461
urn:cts:greekLit:tlg0011.tlg001.fu.sp:650.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404096
urn:cts:greekLit:tlg0011.tlg001.fu.sp:650.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404097
urn:cts:greekLit:tlg0011.tlg001.fu.sp:650.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404098
urn:cts:greekLit:tlg0011.tlg001.fu.sp:650.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404099
urn:cts:greekLit:tlg0011.tlg001.fu.sp:650.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430231
urn:cts:greekLit:tlg0011.tlg001.fu.sp:650.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260608T1833433288
urn:cts:greekLit:tlg0011.tlg001.fu.sp:650.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312422630
urn:cts:greekLit:tlg0011.tlg001.fu.sp:650.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312422631
urn:cts:greekLit:tlg0011.tlg001.fu.sp:650.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312422632
urn:cts:greekLit:tlg0011.tlg001.fu.sp:650.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312422633
urn:cts:greekLit:tlg0011.tlg001.fu.sp:650.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312422634
urn:cts:greekLit:tlg0011.tlg001.fu.sp:650.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312422635
urn:cts:greekLit:tlg0011.tlg001.fu.sp:650.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312422636
urn:cts:greekLit:tlg0011.tlg001.fu.sp:650.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312422637
urn:cts:greekLit:tlg0011.tlg001.fu.sp:650.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312422638
urn:cts:greekLit:tlg0011.tlg001.fu.sp:650.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312422639
urn:cts:greekLit:tlg0011.tlg001.fu.sp:650.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312422640
urn:cts:greekLit:tlg0011.tlg001.fu.sp:650.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430722
urn:cts:greekLit:tlg0011.tlg001.fu.sp:650.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430940
urn:cts:greekLit:tlg0011.tlg001.fu.sp:650.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312485357
urn:cts:greekLit:tlg0011.tlg001.fu.sp:651.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312536794
urn:cts:greekLit:tlg0011.tlg001.fu.sp:651.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312531296
urn:cts:greekLit:tlg0011.tlg001.fu.sp:651.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312531297
urn:cts:greekLit:tlg0011.tlg001.fu.sp:651.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312402074
urn:cts:greekLit:tlg0011.tlg001.fu.sp:651.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312402075
urn:cts:greekLit:tlg0011.tlg001.fu.sp:651.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312402076
urn:cts:greekLit:tlg0011.tlg001.fu.sp:652.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312420129
urn:cts:greekLit:tlg0011.tlg001.fu.sp:652.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431826
urn:cts:greekLit:tlg0011.tlg001.fu.sp:653.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403920
urn:cts:greekLit:tlg0011.tlg001.fu.sp:653.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312512657
urn:cts:greekLit:tlg0011.tlg001.fu.sp:653.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430098
urn:cts:greekLit:tlg0011.tlg001.fu.sp:653.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T03124448487
urn:cts:greekLit:tlg0011.tlg001.fu.sp:653.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T10373741177
urn:cts:greekLit:tlg0011.tlg001.fu.sp:653.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T10373741178
urn:cts:greekLit:tlg0011.tlg001.fu.sp:653.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T10373741179
urn:cts:greekLit:tlg0011.tlg001.fu.sp:653.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T10373741180
urn:cts:greekLit:tlg0011.tlg001.fu.sp:654.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260611T01550645723
urn:cts:greekLit:tlg0011.tlg001.fu.sp:654.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260611T01550645724
urn:cts:greekLit:tlg0011.tlg001.fu.sp:654.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260611T01550645725
urn:cts:greekLit:tlg0011.tlg001.fu.sp:654.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260611T01550645726
urn:cts:greekLit:tlg0011.tlg001.fu.sp:654.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260611T01550645727
urn:cts:greekLit:tlg0011.tlg001.fu.sp:655.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312407852
urn:cts:greekLit:tlg0011.tlg001.fu.sp:655.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403622
urn:cts:greekLit:tlg0011.tlg001.fu.sp:655.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430151
urn:cts:greekLit:tlg0011.tlg001.fu.sp:655.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430885
urn:cts:greekLit:tlg0011.tlg001.fu.sp:655.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03125120967
urn:cts:greekLit:tlg0011.tlg001.fu.sp:656.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1701389698
urn:cts:greekLit:tlg0011.tlg001.fu.sp:656.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1701389699
urn:cts:greekLit:tlg0011.tlg001.fu.sp:656.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1701389700
urn:cts:greekLit:tlg0011.tlg001.fu.sp:656.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312400386
urn:cts:greekLit:tlg0011.tlg001.fu.sp:656.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312400387
urn:cts:greekLit:tlg0011.tlg001.fu.sp:656.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431879
urn:cts:greekLit:tlg0011.tlg001.fu.sp:657.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405108
urn:cts:greekLit:tlg0011.tlg001.fu.sp:657.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430652
urn:cts:greekLit:tlg0011.tlg001.fu.sp:657.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833432280
urn:cts:greekLit:tlg0011.tlg001.fu.sp:657.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1256135628
urn:cts:greekLit:tlg0011.tlg001.fu.sp:657.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405118
urn:cts:greekLit:tlg0011.tlg001.fu.sp:657.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430723
urn:cts:greekLit:tlg0011.tlg001.fu.sp:657.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405368
urn:cts:greekLit:tlg0011.tlg001.fu.sp:657.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431886
urn:cts:greekLit:tlg0011.tlg001.fu.sp:657.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03125128327
urn:cts:greekLit:tlg0011.tlg001.fu.sp:658.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312539829
urn:cts:greekLit:tlg0011.tlg001.fu.sp:658.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312539830
urn:cts:greekLit:tlg0011.tlg001.fu.sp:658.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312539831
urn:cts:greekLit:tlg0011.tlg001.fu.sp:658.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312539832
urn:cts:greekLit:tlg0011.tlg001.fu.sp:659.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312423797
urn:cts:greekLit:tlg0011.tlg001.fu.sp:659.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431239
urn:cts:greekLit:tlg0011.tlg001.fu.sp:659.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312532520
urn:cts:greekLit:tlg0011.tlg001.fu.sp:659.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312532521
urn:cts:greekLit:tlg0011.tlg001.fu.sp:659.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312532522
urn:cts:greekLit:tlg0011.tlg001.fu.sp:659.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312532523
urn:cts:greekLit:tlg0011.tlg001.fu.sp:66.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406441
urn:cts:greekLit:tlg0011.tlg001.fu.sp:66.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406442
urn:cts:greekLit:tlg0011.tlg001.fu.sp:66.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406443
urn:cts:greekLit:tlg0011.tlg001.fu.sp:66.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430060
urn:cts:greekLit:tlg0011.tlg001.fu.sp:66.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430826
urn:cts:greekLit:tlg0011.tlg001.fu.sp:66.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833432183
urn:cts:greekLit:tlg0011.tlg001.fu.sp:66.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833432293
urn:cts:greekLit:tlg0011.tlg001.fu.sp:66.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833433050
urn:cts:greekLit:tlg0011.tlg001.fu.sp:66.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403622
urn:cts:greekLit:tlg0011.tlg001.fu.sp:66.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430151
urn:cts:greekLit:tlg0011.tlg001.fu.sp:66.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430885
urn:cts:greekLit:tlg0011.tlg001.fu.sp:66.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312421977
urn:cts:greekLit:tlg0011.tlg001.fu.sp:66.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260608T1833433226
urn:cts:greekLit:tlg0011.tlg001.fu.sp:66.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404983
urn:cts:greekLit:tlg0011.tlg001.fu.sp:66.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404984
urn:cts:greekLit:tlg0011.tlg001.fu.sp:66.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T1029015293
urn:cts:greekLit:tlg0011.tlg001.fu.sp:66.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260610T1322130088
urn:cts:greekLit:tlg0011.tlg001.fu.sp:66.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312445861
urn:cts:greekLit:tlg0011.tlg001.fu.sp:66.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312445862
urn:cts:greekLit:tlg0011.tlg001.fu.sp:66.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406724
urn:cts:greekLit:tlg0011.tlg001.fu.sp:660.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010045
urn:cts:greekLit:tlg0011.tlg001.fu.sp:660.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430676
urn:cts:greekLit:tlg0011.tlg001.fu.sp:660.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312533799
urn:cts:greekLit:tlg0011.tlg001.fu.sp:661.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312536963
urn:cts:greekLit:tlg0011.tlg001.fu.sp:662.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312408645
urn:cts:greekLit:tlg0011.tlg001.fu.sp:662.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430126
urn:cts:greekLit:tlg0011.tlg001.fu.sp:662.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431475
urn:cts:greekLit:tlg0011.tlg001.fu.sp:662.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260611T01550625776
urn:cts:greekLit:tlg0011.tlg001.fu.sp:662.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260611T01550625777
urn:cts:greekLit:tlg0011.tlg001.fu.sp:662.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260611T01550625778
urn:cts:greekLit:tlg0011.tlg001.fu.sp:662.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260611T01550625779
urn:cts:greekLit:tlg0011.tlg001.fu.sp:662.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260611T01550625781
urn:cts:greekLit:tlg0011.tlg001.fu.sp:662.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260611T01550625782
urn:cts:greekLit:tlg0011.tlg001.fu.sp:662.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260611T01550625783
urn:cts:greekLit:tlg0011.tlg001.fu.sp:663.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312420296
urn:cts:greekLit:tlg0011.tlg001.fu.sp:663.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312420297
urn:cts:greekLit:tlg0011.tlg001.fu.sp:663.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430770
urn:cts:greekLit:tlg0011.tlg001.fu.sp:663.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010238
urn:cts:greekLit:tlg0011.tlg001.fu.sp:663.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260610T1256131196
urn:cts:greekLit:tlg0011.tlg001.fu.sp:663.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403622
urn:cts:greekLit:tlg0011.tlg001.fu.sp:663.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430151
urn:cts:greekLit:tlg0011.tlg001.fu.sp:663.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430885
urn:cts:greekLit:tlg0011.tlg001.fu.sp:663.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260610T1659165643
urn:cts:greekLit:tlg0011.tlg001.fu.sp:663.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260610T1659165644
urn:cts:greekLit:tlg0011.tlg001.fu.sp:663.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260610T1659165645
urn:cts:greekLit:tlg0011.tlg001.fu.sp:663.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260610T1659165646
urn:cts:greekLit:tlg0011.tlg001.fu.sp:663.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260610T1659165647
urn:cts:greekLit:tlg0011.tlg001.fu.sp:663.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260610T1659165648
urn:cts:greekLit:tlg0011.tlg001.fu.sp:663.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260610T1659165649
urn:cts:greekLit:tlg0011.tlg001.fu.sp:663.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260610T1659165650
urn:cts:greekLit:tlg0011.tlg001.fu.sp:664.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312534837
urn:cts:greekLit:tlg0011.tlg001.fu.sp:664.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312534838
urn:cts:greekLit:tlg0011.tlg001.fu.sp:664.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312534839
urn:cts:greekLit:tlg0011.tlg001.fu.sp:664.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312534840
urn:cts:greekLit:tlg0011.tlg001.fu.sp:664.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312534841
urn:cts:greekLit:tlg0011.tlg001.fu.sp:664.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312534842
urn:cts:greekLit:tlg0011.tlg001.fu.sp:664.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312534843
