’	'	ἒ	e)\	x--------
Θάψον	*qa/yon	Θάψος	*qa/yos	n-s---ma-
Θάψον	*qa/yon	θάπτω	qa/ptw	v2sama---
Θάψον	*qa/yon	θάπτω	qa/ptw	v-sfpamv-
Θάψον	*qa/yon	θάπτω	qa/ptw	v-sfpann-
Θάψον	*qa/yon	θάπτω	qa/ptw	v-sfpanv-
Θάψον	*qa/yon	θάπτω	qa/ptw	v-sfpana-
Θάψον	*qa/yon	θάψος	qa/yos	n-s---fa-
Θάψου	*qa/you	Θάψος	*qa/yos	n-s---mg-
Θάψου	*qa/you	θάψος	qa/yos	n-s---fg-
Θάψῳ	*qa/yw|	Θάψος	*qa/yos	n-s---md-
Θάψῳ	*qa/yw|	θάψος	qa/yos	n-s---fd-
Θέρμην	*qe/rmhn	θέρμα	qe/rma	n-s---fa-
Θέρμην	*qe/rmhn	θέρμη	qe/rmh	n-s---fa-
Θέρμην	*qe/rmhn	θέρμω	qe/rmw	v--pna---
Θήβας	*qh/bas	Θήβη	*qh/bh	n-s---fg-
Θήβας	*qh/bas	Θῆβαι	*qh=bai	n-p---fa-
Θήρας	*qh/ras	Θήρα	*qh/ra	n-p---fa-
Θήρας	*qh/ras	Θήρα	*qh/ra	n-s---fg-
Θήρας	*qh/ras	Θήρας	*qh/ras	n-p---ma-
Θήρας	*qh/ras	Θήρας	*qh/ras	n-s---mn-
Θήρας	*qh/ras	Θήρη	*qh/rh	n-p---fa-
Θήρας	*qh/ras	Θήρη	*qh/rh	n-s---fg-
Θήρας	*qh/ras	θήρα	qh/ra	n-p---fa-
Θήρας	*qh/ras	θήρα	qh/ra	n-s---fg-
Θήρας	*qh/ras	θηράω	qhra/w	v2spia---
Θήρας	*qh/ras	θηράω	qhra/w	v2siia---
Θύαμις	*qu/amis	Θύαμις	*qu/amis	n-s---fn-
Καδμηίδα	*kadmhi/da	Καδμηίς	*kadmhi/s	n-s---fa-
Καιάδαν	*kaia/dan	Καιάδης	*kaia/dhs	n-s---ma-
Καλλιγείτου	*kalligei/tou	Καλλίγειτος	*kalli/geitos	n-s---mg-
Καλλικράτης	*kallikra/ths	Καλλικράτης	*kallikra/ths	n-p---ma-
Καλλικράτης	*kallikra/ths	Καλλικράτης	*kallikra/ths	n-p---mn-
Καλλικράτης	*kallikra/ths	Καλλικράτης	*kallikra/ths	n-p---mv-
Καλλικράτης	*kallikra/ths	Καλλικράτης	*kallikra/ths	n-s---mn-
Καλλιμάχου	*kallima/xou	Καλλίμαχος	*kalli/maxos	n-s---mg-
Καλλιμάχου	*kallima/xou	καλλίμαχος	kalli/maxos	n-s---mg-
Καλλιμάχου	*kallima/xou	καλλίμαχος	kalli/maxos	n-s---fg-
Καλλιμάχου	*kallima/xou	καλλίμαχος	kalli/maxos	n-s---ng-
Καλλιρρόῃ	*kallirro/h|	Καλλιρρόη	*kallirro/h	n-s---fd-
Καλλιάδου	*kallia/dou	Καλλιάδης	*kallia/dhs	n-s---mg-
Καλλιῆς	*kallih=s	Καλλιεύς	*kallieu/s	n-p---mn-
Καλλιῆς	*kallih=s	Καλλιεύς	*kallieu/s	n-p---mn-
Καλλιῆς	*kallih=s	Καλλιεύς	*kallieu/s	n-p---mv-
Καλλιῆς	*kallih=s	Καλλιή	*kallih/	n-s---fg-
Καλλιῆς	*kallih=s	Καλλιής	*kallih/s	n-p---ma-
Καλλιῆς	*kallih=s	Καλλιής	*kallih/s	n-p---mn-
Καλλιῆς	*kallih=s	Καλλιής	*kallih/s	n-p---mv-
Καλλιῆς	*kallih=s	καλλιάζω	kallia/zw	v2sfia---
Καλλίαν	*kalli/an	Καλλίας	*kalli/as	n-s---ma-
Καλλίαν	*kalli/an	καλλία	kalli/a	n-s---fa-
Καλλίαν	*kalli/an	καλλίας	kalli/as	n-s---ma-
Καλλίαν	*kalli/an	καλλίας	kalli/as	n-s---ma-
Καλλίας	*kalli/as	Καλλίας	*kalli/as	n-p---ma-
Καλλίας	*kalli/as	Καλλίας	*kalli/as	n-s---mn-
Καλλίας	*kalli/as	καλλία	kalli/a	n-p---fa-
Καλλίας	*kalli/as	καλλία	kalli/a	n-s---fg-
Καλλίας	*kalli/as	καλλίας	kalli/as	n-p---ma-
Καλλίας	*kalli/as	καλλίας	kalli/as	n-s---mn-
Καλλίγειτος	*kalli/geitos	Καλλίγειτος	*kalli/geitos	n-s---mn-
Καλλίου	*kalli/ou	Κάλλιον	*ka/llion	n-s---ng-
Καλλίου	*kalli/ou	Καλλίας	*kalli/as	n-s---mg-
Καλλίου	*kalli/ou	καλλίας	kalli/as	n-s---mg-
Καλλίου	*kalli/ou	καλλιόω	kallio/w	v2spma---
Καλλίου	*kalli/ou	καλλιόω	kallio/w	v3siia---
Καλυδῶνα	*kaludw=na	Καλυδών	*kaludw/n	n-s---fa-
Καλχηδόνα	*kalxhdo/na	Χαλκηδών	*xalkhdw/n	n-p---nn-
Καλχηδόνα	*kalxhdo/na	Χαλκηδών	*xalkhdw/n	n-p---nv-
Καλχηδόνα	*kalxhdo/na	Χαλκηδών	*xalkhdw/n	n-p---na-
Καλχηδόνα	*kalxhdo/na	Χαλκηδών	*xalkhdw/n	n-s---ma-
Καλχηδόνα	*kalxhdo/na	Χαλκηδών	*xalkhdw/n	n-s---fa-
Καμαριναίαν	*kamarinai/an	Καμαρίναιος	*kamari/naios	a-s---fa-
Καμαριναίαν	*kamarinai/an	Καμαριναῖος	*kamarinai=os	a-s---fa-
Καμαριναίοις	*kamarinai/ois	Καμαρίναιος	*kamari/naios	a-p---md-
Καμαριναίοις	*kamarinai/ois	Καμαρίναιος	*kamari/naios	a-p---nd-
Καμαριναίοις	*kamarinai/ois	Καμαριναῖος	*kamarinai=os	n-p---md-
Καμαριναίοις	*kamarinai/ois	Καμαριναῖος	*kamarinai=os	a-p---md-
Καμαριναίοις	*kamarinai/ois	Καμαριναῖος	*kamarinai=os	a-p---nd-
Καμαριναίους	*kamarinai/ous	Καμαρίναιος	*kamari/naios	a-p---ma-
Καμαριναίους	*kamarinai/ous	Καμαριναῖος	*kamarinai=os	n-p---ma-
Καμαριναίους	*kamarinai/ous	Καμαριναῖος	*kamarinai=os	a-p---ma-
Καμαριναίων	*kamarinai/wn	Καμαρίναιος	*kamari/naios	a-p---fg-
Καμαριναίων	*kamarinai/wn	Καμαρίναιος	*kamari/naios	a-p---mg-
Καμαριναίων	*kamarinai/wn	Καμαρίναιος	*kamari/naios	a-p---ng-
Καμαριναίων	*kamarinai/wn	Καμαριναῖος	*kamarinai=os	n-p---mg-
Καμαριναίων	*kamarinai/wn	Καμαριναῖος	*kamarinai=os	a-p---fg-
Καμαριναίων	*kamarinai/wn	Καμαριναῖος	*kamarinai=os	a-p---mg-
Καμαριναίων	*kamarinai/wn	Καμαριναῖος	*kamarinai=os	a-p---ng-
Καμαριναῖοι	*kamarinai=oi	Καμαριναῖος	*kamarinai=os	a-p---mn-
Καμαριναῖοι	*kamarinai=oi	Καμαριναῖος	*kamarinai=os	a-p---mv-
Καμαρίνης	*kamari/nhs	Καμάρινα	*kama/rina	n-s---fg-
Καμαρίνης	*kamari/nhs	Καμαρῖνα	*kamari=na	n-s---fg-
Καμβύσην	*kambu/shn	Καμβύσης	*kambu/shs	n-s---ma-
Καμβύσην	*kambu/shn	Καμβύσης	*kambu/shs	n-s---ma-
Καμβύσου	*kambu/sou	Καμβύσης	*kambu/shs	n-s---mg-
Καμείρῳ	*kamei/rw|	Κάμειρος	*ka/meiros	n-s---fd-
Καμάρινα	*kama/rina	Καμάρινα	*kama/rina	n-s---fn-
Καμάρινα	*kama/rina	Καμάρινα	*kama/rina	n-s---fv-
Καμάριναν	*kama/rinan	Καμάρινα	*kama/rina	n-s---fa-
Καναστραῖον	*kanastrai=on	Καναστραῖον	*kanastrai=on	n-s---nn-
Καναστραῖον	*kanastrai=on	Καναστραῖον	*kanastrai=on	n-s---nv-
Καναστραῖον	*kanastrai=on	Καναστραῖον	*kanastrai=on	n-s---na-
Καπάτωνος	*kapa/twnos	Καπάτων	*kapa/twn	n-s---mg-
Καρδαμύλῃ	*kardamu/lh|	Καρδαμύλη	*kardamu/lh	n-s---fd-
Καρκίνος	*karki/nos	Καρκίνος	*karki/nos	n-s---mn-
Καρκίνος	*karki/nos	καρκίνος	karki/nos	n-s---mn-
Καρνείου	*karnei/ou	Κάρνεια	*ka/rneia	n-s---ng-
Καρνείου	*karnei/ou	Κάρνειος	*ka/rneios	n-s---mg-
Καρνείου	*karnei/ou	Καρνεῖος	*karnei=os	n-s---mg-
Καρσί	*karsi/	Κάρ	*ka/r	n-p---md-
Καρσί	*karsi/	κάρ	ka/r	n-p---nd-
Καρτερίοις	*karteri/ois	καρτερέω	kartere/w	v2spoa---
Καρυστίους	*karusti/ous	Καρύστιος	*karu/stios	a-p---ma-
Καρυστίων	*karusti/wn	Καρύστιος	*karu/stios	a-p---fg-
Καρυστίων	*karusti/wn	Καρύστιος	*karu/stios	a-p---mg-
Καρυστίων	*karusti/wn	Καρύστιος	*karu/stios	a-p---ng-
Καρχηδονιακόν	*karxhdoniako/n	Καρχηδονιακός	*karxhdoniako/s	a-s---ma-
Καρχηδονιακόν	*karxhdoniako/n	Καρχηδονιακός	*karxhdoniako/s	a-s---nn-
Καρχηδονιακόν	*karxhdoniako/n	Καρχηδονιακός	*karxhdoniako/s	a-s---nv-
Καρχηδονιακόν	*karxhdoniako/n	Καρχηδονιακός	*karxhdoniako/s	a-s---na-
Καρχηδονίους	*karxhdoni/ous	Καρχηδόνιος	*karxhdo/nios	a-p---ma-
Καρχηδονίους	*karxhdoni/ous	Καρχηδών	*karxhdw/n	a-p---ma-
Καρχηδονίων	*karxhdoni/wn	Καρχηδόνιος	*karxhdo/nios	a-p---fg-
Καρχηδονίων	*karxhdoni/wn	Καρχηδόνιος	*karxhdo/nios	a-p---mg-
Καρχηδονίων	*karxhdoni/wn	Καρχηδόνιος	*karxhdo/nios	a-p---ng-
Καρχηδονίων	*karxhdoni/wn	Καρχηδών	*karxhdw/n	a-p---fg-
Καρχηδονίων	*karxhdoni/wn	Καρχηδών	*karxhdw/n	a-p---mg-
Καρχηδονίων	*karxhdoni/wn	Καρχηδών	*karxhdw/n	a-p---ng-
Καρχηδόνα	*karxhdo/na	Καρχηδών	*karxhdw/n	n-s---fa-
Καρχηδών	*karxhdw/n	Καρχηδών	*karxhdw/n	n-s---fn-
Καρχηδών	*karxhdw/n	Καρχηδών	*karxhdw/n	n-s---fv-
Καρία	*kari/a	Κάριος	*ka/rios	a-d---fn-
Καρία	*kari/a	Κάριος	*ka/rios	a-d---fv-
Καρία	*kari/a	Κάριος	*ka/rios	a-d---fa-
Καρία	*kari/a	Κάριος	*ka/rios	a-s---fn-
Καρία	*kari/a	Κάριος	*ka/rios	a-s---fv-
Καρίαν	*kari/an	Κάριος	*ka/rios	a-s---fa-
Καρίας	*kari/as	Κάριος	*ka/rios	a-p---fa-
Καρίας	*kari/as	Κάριος	*ka/rios	a-s---fg-
Καρύας	*karu/as	Κάρυαι	*ka/ruai	n-p---fa-
Καρύας	*karu/as	Καρύαι	*karu/ai	n-p---fa-
Καρύας	*karu/as	καρύα	karu/a	n-p---fa-
Καρύας	*karu/as	καρύα	karu/a	n-s---fg-
Καρύστιοι	*karu/stioi	Καρύστιος	*karu/stios	a-p---mn-
Καρύστιοι	*karu/stioi	Καρύστιος	*karu/stios	a-p---mv-
Καρῶν	*karw=n	Κάρ	*ka/r	n-p---mg-
Καρῶν	*karw=n	Κάραι	*ka/rai	n-p---fg-
Καρῶν	*karw=n	κάρ	ka/r	n-p---ng-
Καρῶν	*karw=n	κάρα	ka/ra	n-p---fg-
Καρῶν	*karw=n	καρόω	karo/w	v-sppamv-
Καρῶν	*karw=n	καρόω	karo/w	v-sppann-
Καρῶν	*karw=n	καρόω	karo/w	v-sppanv-
Καρῶν	*karw=n	καρόω	karo/w	v-sppana-
Καρῶν	*karw=n	καρόω	karo/w	v-sppamn-
Καρῶν	*karw=n	καρόω	karo/w	v--pna---
Καρῶν	*karw=n	καρώ	karw/	n-p---fg-
Κασμέναι	*kasme/nai	Κάσμενα	*ka/smena	n-s---fd-
Κασμέναι	*kasme/nai	Κασμένη	*kasme/nh	n-s---fd-
Καταναίων	*katanai/wn	Καταναῖος	*katanai=os	a-p---fg-
Καταναίων	*katanai/wn	Καταναῖος	*katanai=os	a-p---mg-
Καταναίων	*katanai/wn	Καταναῖος	*katanai=os	a-p---ng-
Καταναίων	*katanai/wn	καταναίω	katanai/w	v-sppamn-
Καταναῖοι	*katanai=oi	Καταναῖος	*katanai=os	a-p---mn-
Καταναῖοι	*katanai=oi	Καταναῖος	*katanai=os	a-p---mv-
Καταναῖος	*katanai=os	Καταναῖος	*katanai=os	a-s---mn-
Κατάνη	*kata/nh	Κατάνη	*kata/nh	n-s---fn-
Κατάνη	*kata/nh	Κατάνη	*kata/nh	n-s---fv-
Κατάνη	*kata/nh	κατάνη	kata/nh	n-s---fn-
Κατάνη	*kata/nh	κατάνη	kata/nh	n-s---fv-
Κατάνη	*kata/nh	κατανέω	katane/w	v2spma---
Κατάνη	*kata/nh	κατανέω	katane/w	v2spma---
Κατάνη	*kata/nh	κατανέω	katane/w	v3siia---
Κατάνη	*kata/nh	κατανέω	katane/w	v3siia---
Κατάνην	*kata/nhn	Κατάνη	*kata/nh	n-s---fa-
Κατάνην	*kata/nhn	κατάνη	kata/nh	n-s---fa-
Κατάνην	*kata/nhn	κατάνομαι	kata/nomai	v--pna---
Κατάνης	*kata/nhs	Κατάνη	*kata/nh	n-s---fg-
Κατάνης	*kata/nhs	κατάνη	kata/nh	n-s---fg-
Κατάνης	*kata/nhs	κατανέω	katane/w	v2siia---
Κατάνης	*kata/nhs	κατανέω	katane/w	v2siia---
Κατάνῃ	*kata/nh|	Κατάνη	*kata/nh	n-s---fd-
Κατάνῃ	*kata/nh|	κατάνη	kata/nh	n-s---fd-
Κατάνῃ	*kata/nh|	κατάνομαι	kata/nomai	v2spse---
Κατάνῃ	*kata/nh|	κατάνομαι	kata/nomai	v2spie---
Κατάνῃ	*kata/nh|	κατάνομαι	kata/nomai	v3spsa---
Καυλωνιάτιδι	*kaulwnia/tidi	Καυλωνίη	*kaulwni/h	a-s---md-
Καυλωνιάτιδι	*kaulwnia/tidi	Καυλωνίη	*kaulwni/h	a-s---fd-
Καϊκῖνον	*kai+ki=non	Καικῖνος	*kaiki=nos	n-s---ma-
Καύνου	*kau/nou	Καῦνος	*kau=nos	n-s---mg-
Καύνῳ	*kau/nw|	Καῦνος	*kau=nos	n-s---md-
Καῦνον	*kau=non	Καῦνος	*kau=nos	n-s---ma-
Κεγχρειάς	*kegxreia/s	Κεγχρειαί	*kegxreiai/	n-p---fa-
Κεγχρειᾷ	*kegxreia=|	Κεγχρειαί	*kegxreiai/	n-s---fd-
Κεγχρειῶν	*kegxreiw=n	Κεγχρειαί	*kegxreiai/	n-p---fg-
Κεκρυφαλείᾳ	*kekrufalei/a|	Κεκρυφαλεία	*kekrufalei/a	n-s---fd-
Κεκάλου	*keka/lou	Κέκαλος	*ke/kalos	n-s---mg-
Κεντόριπα	*kento/ripa	Κεντόριπα	*kento/ripa	n-s---ma-
Κεντόριπα	*kento/ripa	Κεντόριπα	*kento/ripa	n-s---fn-
Κεντόριπα	*kento/ripa	Κεντόριπα	*kento/ripa	n-s---fv-
Κεντόριπα	*kento/ripa	Κεντόριπα	*kento/ripa	a-p---nn-
Κεντόριπα	*kento/ripa	Κεντόριπα	*kento/ripa	a-p---nv-
Κεντόριπα	*kento/ripa	Κεντόριπα	*kento/ripa	a-p---na-
Κεντόριπα	*kento/ripa	Κεντόριπα	*kento/ripa	n-p---nn-
Κεντόριπάς	*kento/ripa/s	Κεντόριπα	*kento/ripa	n-p---ma-
Κεραμεικόν	*kerameiko/n	Κεραμεικός	*kerameiko/s	n-s---ma-
Κεραμεικόν	*kerameiko/n	κεραμεικός	kerameiko/s	a-s---ma-
Κεραμεικόν	*kerameiko/n	κεραμεικός	kerameiko/s	a-s---nn-
Κεραμεικόν	*kerameiko/n	κεραμεικός	kerameiko/s	a-s---nv-
Κεραμεικόν	*kerameiko/n	κεραμεικός	kerameiko/s	a-s---na-
Κεραμεικῷ	*kerameikw=|	Κεραμεικός	*kerameiko/s	n-s---md-
Κεραμεικῷ	*kerameikw=|	κεραμεικός	kerameiko/s	a-s---md-
Κεραμεικῷ	*kerameikw=|	κεραμεικός	kerameiko/s	a-s---nd-
Κερδυλίου	*kerduli/ou	Κερδύλιος	*kerdu/lios	n-s---mg-
Κερδυλίῳ	*kerduli/w|	Κερδύλιος	*kerdu/lios	n-s---md-
Κερκυραϊκά	*kerkurai+ka/	Κερυκυραῖος	*kerukurai=os	a-p---nn-
Κερκυραϊκά	*kerkurai+ka/	Κερυκυραῖος	*kerukurai=os	a-p---nv-
Κερκυραϊκά	*kerkurai+ka/	Κερυκυραῖος	*kerukurai=os	a-p---na-
Κερκυραϊκά	*kerkurai+ka/	Κερυκυραῖος	*kerukurai=os	a-d---fn-
Κερκυραϊκά	*kerkurai+ka/	Κερυκυραῖος	*kerukurai=os	a-d---fv-
Κερκυραϊκά	*kerkurai+ka/	Κερυκυραῖος	*kerukurai=os	a-d---fa-
Κερκυραϊκά	*kerkurai+ka/	Κερυκυραῖος	*kerukurai=os	a-s---fn-
Κερκυραϊκά	*kerkurai+ka/	Κερυκυραῖος	*kerukurai=os	a-s---fv-
Κερκυραίας	*kerkurai/as	Κερυκυραῖος	*kerukurai=os	a-p---fa-
Κερκυραίας	*kerkurai/as	Κερυκυραῖος	*kerukurai=os	a-s---fg-
Κερκυραίοις	*kerkurai/ois	Κερυκυραῖος	*kerukurai=os	a-p---md-
Κερκυραίοις	*kerkurai/ois	Κερυκυραῖος	*kerukurai=os	a-p---nd-
Κερκυραίους	*kerkurai/ous	Κερυκυραῖος	*kerukurai=os	a-p---ma-
Κερκυραίων	*kerkurai/wn	Κερυκυραῖος	*kerukurai=os	a-p---fg-
Κερκυραίων	*kerkurai/wn	Κερυκυραῖος	*kerukurai=os	a-p---mg-
Κερκυραίων	*kerkurai/wn	Κερυκυραῖος	*kerukurai=os	a-p---ng-
Κερκυραῖοι	*kerkurai=oi	Κερυκυραῖος	*kerukurai=os	a-p---mn-
Κερκυραῖοι	*kerkurai=oi	Κερυκυραῖος	*kerukurai=os	a-p---mv-
Κερκίνης	*kerki/nhs	Κέρκινα	*ke/rkina	n-s---fg-
Κερκίνης	*kerki/nhs	Κερκίνη	*kerki/nh	n-s---fg-
Κερκύρας	*kerku/ras	Κέρκυρα	*ke/rkura	n-p---fa-
Κερκύρας	*kerku/ras	Κέρκυρα	*ke/rkura	n-s---fg-
Κερκύρᾳ	*kerku/ra|	Κέρκυρα	*ke/rkura	n-s---fd-
Κεστρίνην	*kestri/nhn	Κεστρίνη	*kestri/nh	n-s---fa-
Κεφαλληνία	*kefallhni/a	Κεφαλλήνιος	*kefallh/nios	a-d---fn-
Κεφαλληνία	*kefallhni/a	Κεφαλλήνιος	*kefallh/nios	a-d---fv-
Κεφαλληνία	*kefallhni/a	Κεφαλλήνιος	*kefallh/nios	a-d---fa-
Κεφαλληνία	*kefallhni/a	Κεφαλλήνιος	*kefallh/nios	a-s---fn-
Κεφαλληνία	*kefallhni/a	Κεφαλλήνιος	*kefallh/nios	a-s---fv-
Κεφαλληνία	*kefallhni/a	Κεφαλληνία	*kefallhni/a	n-d---fn-
Κεφαλληνία	*kefallhni/a	Κεφαλληνία	*kefallhni/a	n-d---fv-
Κεφαλληνία	*kefallhni/a	Κεφαλληνία	*kefallhni/a	n-d---fa-
Κεφαλληνία	*kefallhni/a	Κεφαλληνία	*kefallhni/a	n-s---fn-
Κεφαλληνία	*kefallhni/a	Κεφαλληνία	*kefallhni/a	n-s---fv-
Κεφαλληνία	*kefallhni/a	Κεφαλληνίη	*kefallhni/h	n-d---fn-
Κεφαλληνία	*kefallhni/a	Κεφαλληνίη	*kefallhni/h	n-d---fv-
Κεφαλληνία	*kefallhni/a	Κεφαλληνίη	*kefallhni/h	n-d---fa-
Κεφαλληνία	*kefallhni/a	Κεφαλληνίη	*kefallhni/h	n-s---fn-
Κεφαλληνία	*kefallhni/a	Κεφαλληνίη	*kefallhni/h	n-s---fv-
Κεφαλληνίαν	*kefallhni/an	Κεφαλλήνιος	*kefallh/nios	a-s---fa-
Κεφαλληνίαν	*kefallhni/an	Κεφαλληνία	*kefallhni/a	n-s---fa-
Κεφαλληνίαν	*kefallhni/an	Κεφαλληνίη	*kefallhni/h	n-s---fa-
Κεφαλληνίας	*kefallhni/as	Κεφαλλήνιος	*kefallh/nios	a-p---fa-
Κεφαλληνίας	*kefallhni/as	Κεφαλλήνιος	*kefallh/nios	a-s---fg-
Κεφαλληνίας	*kefallhni/as	Κεφαλληνία	*kefallhni/a	n-p---fa-
Κεφαλληνίας	*kefallhni/as	Κεφαλληνία	*kefallhni/a	n-s---fg-
Κεφαλληνίας	*kefallhni/as	Κεφαλληνίη	*kefallhni/h	n-p---fa-
Κεφαλληνίας	*kefallhni/as	Κεφαλληνίη	*kefallhni/h	n-s---fg-
Κεφαλλήνων	*kefallh/nwn	Κεφαλλήν	*kefallh/n	n-p---mg-
Κεφαλλήνων	*kefallh/nwn	Κεφαλλῆνες	*kefallh=nes	n-p----g-
Κεφαλλῆνες	*kefallh=nes	Κεφαλλήν	*kefallh/n	n-p---mn-
Κεφαλλῆνες	*kefallh=nes	Κεφαλλήν	*kefallh/n	n-p---mv-
Κεφαλλῆνες	*kefallh=nes	Κεφαλλῆνες	*kefallh=nes	n-p---mn-
Κεφαλλῆνες	*kefallh=nes	Κεφαλλῆνες	*kefallh=nes	n-p---mv-
Κεφαλλῆνες	*kefallh=nes	Κεφαλλῆνες	*kefallh=nes	n-p---fn-
Κεφαλλῆνες	*kefallh=nes	Κεφαλλῆνες	*kefallh=nes	n-p---fv-
Κεφαλλῆσι	*kefallh=si	Κεφαλλήν	*kefallh/n	n-p---md-
Κεφαλλῆσι	*kefallh=si	Κεφαλλῆνες	*kefallh=nes	n-p----d-
Κεῖοι	*kei=oi	Κέως	*ke/ws	a-p---mn-
Κεῖοι	*kei=oi	Κέως	*ke/ws	a-p---mv-
Κεῖοι	*kei=oi	Κεῖος	*kei=os	n-p---mn-
Κεῖοι	*kei=oi	Κεῖος	*kei=os	n-p---mv-
Κηρύκων	*khru/kwn	Κήρυξ	*kh/ruc	n-p---mg-
Κηρύκων	*khru/kwn	Κήρυκες	*kh/rukes	n-p---mg-
Κηρύκων	*khru/kwn	κῆρυξ	kh=ruc	n-p---mg-
Κιθαιρῶνα	*kiqairw=na	Κιθαιρών	*kiqairw/n	n-s---ma-
Κιθαιρῶνος	*kiqairw=nos	Κιθαιρών	*kiqairw/n	n-s---mg-
Κιτίου	*kiti/ou	Κίτιον	*ki/tion	n-s---ng-
Κλαζομεναί	*klazomenai/	Κλαζομεναί	*klazomenai/	n-p---fn-
Κλαζομεναί	*klazomenai/	Κλαζομεναί	*klazomenai/	n-p---fv-
Κλαζομεναῖς	*klazomenai=s	Κλαζομεναί	*klazomenai/	n-p---fd-
Κλαζομενάς	*klazomena/s	Κλαζομεναί	*klazomenai/	n-p---fa-
Κλαζομενίων	*klazomeni/wn	Κλαζομένιος	*klazome/nios	a-p---fg-
Κλαζομενίων	*klazomeni/wn	Κλαζομένιος	*klazome/nios	a-p---mg-
Κλαζομενίων	*klazomeni/wn	Κλαζομένιος	*klazome/nios	a-p---ng-
Κλαζομενῶν	*klazomenw=n	Κλαζομεναί	*klazomenai/	n-p---fg-
Κλαζομένιοι	*klazome/nioi	Κλαζομένιος	*klazome/nios	a-p---mn-
Κλαζομένιοι	*klazome/nioi	Κλαζομένιος	*klazome/nios	a-p---mv-
Κλεαινέτου	*kleaine/tou	Κλεαίνετος	*kleai/netos	n-s---mg-
Κλεανδρίδου	*kleandri/dou	Κλεανδρίδας	*kleandri/das	n-s---mg-
Κλεαρίδα	*kleari/da	Κλεαρίδας	*kleari/das	n-s---mg-
Κλεαρίδαν	*kleari/dan	Κλεαρίδας	*kleari/das	n-s---ma-
Κλεαρίδας	*kleari/das	Κλεαρίδας	*kleari/das	n-s---mn-
Κλεαρίδου	*kleari/dou	Κλεαρίδας	*kleari/das	n-s---mg-
Κλεαρίδᾳ	*kleari/da|	Κλεαρίδας	*kleari/das	n-s---md-
Κλεινίου	*kleini/ou	Κλείνιος	*klei/nios	n-s---mg-
Κλεινίου	*kleini/ou	Κλεινίας	*kleini/as	n-s---mg-
Κλεοβούλου	*kleobou/lou	Κλεόβουλος	*kleo/boulos	n-s---mg-
Κλεομβρότου	*kleombro/tou	Κλεόμβροτος	*kleo/mbrotos	n-s---mg-
Κλεομένης	*kleome/nhs	Κλεομένης	*kleome/nhs	n-p---ma-
Κλεομένης	*kleome/nhs	Κλεομένης	*kleome/nhs	n-p---mn-
Κλεομένης	*kleome/nhs	Κλεομένης	*kleome/nhs	n-p---mv-
Κλεομένης	*kleome/nhs	Κλεομένης	*kleome/nhs	n-s---mn-
Κλεομένης	*kleome/nhs	κλέω	kle/w	v-sppefg-
Κλεομήδης	*kleomh/dhs	Κλεομήδης	*kleomh/dhs	n-p---ma-
Κλεομήδης	*kleomh/dhs	Κλεομήδης	*kleomh/dhs	n-p---mn-
Κλεομήδης	*kleomh/dhs	Κλεομήδης	*kleomh/dhs	n-p---mv-
Κλεομήδης	*kleomh/dhs	Κλεομήδης	*kleomh/dhs	n-s---mn-
Κλεωναίοις	*klewnai/ois	Κλεωναῖος	*klewnai=os	a-p---md-
Κλεωναίοις	*klewnai/ois	Κλεωναῖος	*klewnai=os	a-p---nd-
Κλεωναίων	*klewnai/wn	Κλεωναῖος	*klewnai=os	a-p---fg-
Κλεωναίων	*klewnai/wn	Κλεωναῖος	*klewnai=os	a-p---mg-
Κλεωναίων	*klewnai/wn	Κλεωναῖος	*klewnai=os	a-p---ng-
Κλεωναῖοι	*klewnai=oi	Κλεωναῖος	*klewnai=os	a-p---mn-
Κλεωναῖοι	*klewnai=oi	Κλεωναῖος	*klewnai=os	a-p---mv-
Κλεωνάς	*klewna/s	Κλεωναί	*klewnai/	n-p---fa-
Κλεωνύμου	*klewnu/mou	Κλεώνυμος	*klew/numos	n-s---mg-
Κλεωνύμου	*klewnu/mou	Κλεωνύμης	*klewnu/mhs	n-s---mg-
Κλεωνῶν	*klewnw=n	Κλεώνη	*klew/nh	n-p---fg-
Κλεωνῶν	*klewnw=n	Κλεώνης	*klew/nhs	n-p---mg-
Κλεωνῶν	*klewnw=n	Κλεωναί	*klewnai/	n-p---fg-
Κλεϊππίδης	*klei+ppi/dhs	Κλεϊππίδης	*klei+ppi/dhs	n-s---mn-
Κλεάρχου	*klea/rxou	Κλέαρχος	*kle/arxos	n-s---mg-
Κλεόβουλος	*kleo/boulos	Κλεόβουλος	*kleo/boulos	n-s---mn-
Κλεόπομπος	*kleo/pompos	Κλεόπομπος	*kleo/pompos	n-s---mn-
Κλάρον	*kla/ron	Κλάρος	*kla/ros	n-s---ma-
Κλάρῳ	*kla/rw|	Κλάρος	*kla/ros	n-s---md-
Κλάρῳ	*kla/rw|	κλῆρος	klh=ros	n-s---md-
Κλέαρχον	*kle/arxon	Κλέαρχος	*kle/arxos	n-s---ma-
Κλέαρχος	*kle/arxos	Κλέαρχος	*kle/arxos	n-s---mn-
Κλέων	*kle/wn	Κλέων	*kle/wn	n-s---mn-
Κλέων	*kle/wn	Κλέων	*kle/wn	n-s---mv-
Κλέων	*kle/wn	κλέω	kle/w	v-sppamn-
Κλέωνα	*kle/wna	Κλέων	*kle/wn	n-s---ma-
Κλέωνα	*kle/wna	Κλεώνης	*klew/nhs	n-s---mv-
